,Description of intake location changes,Description of noncompliance with terms and conditions,Description of place of use changes,Description of type of use changes,I am complying with all terms and conditions,I have reviewed my water right permit,Intake location has been changed,Place of use has changed,Type of use has changed,ApplID,Report_ID
182,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208520
183,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235121
184,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292964
185,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336124
186,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340741
187,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37723
188,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48646
189,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49030
190,,,,,Yes,Yes,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49760
191,,,,,Yes,,,,,A005625,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84571
192,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113090
193,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156836
194,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181289
195,,Potential direct diversion during curtailment period.,,,No,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207430
196,,Potential direct diversion during curtailment period.,,,No,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233538
197,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233901
198,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=234131
199,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=234133
200,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235122
201,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293496
202,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=335865
203,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339340
204,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340557
205,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37739
206,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48647
207,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49031
208,,,,,Yes,Yes,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49823
209,,,,,Yes,,,,,A005626,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85880
210,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113091
211,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156837
212,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181294
213,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207968
214,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235123
215,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293497
216,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336125
217,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339999
218,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37357
219,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48651
220,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49035
221,,,,,Yes,Yes,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50625
222,,,,,Yes,,,,,A005627,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85881
223,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113092
224,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156654
225,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181285
226,,Exceedance of maximum diversion rate.  Direct diversion during curtailment.,,,No,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207799
227,,Exceedance of maximum diversion rate.  Direct diversion during curtailment.,,,No,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233539
228,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=233907
229,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235124
230,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293318
231,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=336126
232,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340322
233,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37720
234,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=48652
235,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49036
236,,,,,Yes,Yes,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49892
237,,,,,Yes,,,,,A005628,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85882
238,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112559
239,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156299
240,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208148
241,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235125
242,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292965
243,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340000
244,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37391
245,,,,,Yes,Yes,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50352
246,,,,,Yes,,,,,A005629,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85350
247,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112182
248,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157213
249,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=181442
250,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207431
251,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235126
252,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293876
253,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340742
254,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37397
255,,,,,Yes,Yes,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49709
256,,,,,Yes,,,,,A005630,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84965
257,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112560
258,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156121
259,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207610
260,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235127
261,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292790
262,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340323
263,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37354
264,,,,,Yes,Yes,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50353
265,,,,,Yes,,,,,A005632,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85351
266,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113093
267,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156655
268,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207969
269,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235128
270,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293319
271,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340878
272,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37711
273,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382184
274,,,Petitions in process to facilitate the San Joaquin River Restoration Program.,Petitions in process to facilitate the San Joaquin River Restoration Program.,Yes,Yes,,Yes,Yes,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49440
275,,,,,Yes,,,,,A005638,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85883
276,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112561
277,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156300
278,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207970
279,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235129
280,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292966
281,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339803
282,,,,,Yes,No,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37457
283,,,,,Yes,Yes,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=50130
284,,,,,Yes,,,,,A005644A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85352
285,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=111997
286,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157214
287,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208521
288,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235130
289,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=291405
290,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293877
291,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340925
292,,,,,Yes,Yes,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37334
293,,,,,Yes,Yes,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49373
294,,,,,Yes,,,,,A005645B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84781
295,,1) Due to the drought there has been no water available to divert. 2) District needs to install an approved flow meter deviced (item 13 of permit). 3) District needs to record flows (item 16 of permit).  4) All other work under permit is completed. 5) District has filed a Petition for Extension of Time.,,,No,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112923
296,,1) Due to drought there has been no water availale to divert.  2) District needs to intsall an approved flow meter device (Item 13 of Permit). 3) District needs to record flows (Item 16 of Permit). 4) All other work under permit is completed. 5) District has filed a Petition for Extension of Time.,,,No,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156122
297,,,,,Yes,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207611
298,,1) Due to drought there has been no water availale to divert.  2) District needs to intsall an approved flow meter device (Item 13 of Permit). 3) District needs to record flows (Item 16 of Permit). 4) All other work under permit is completed. 5) District has filed a Petition for Extension of Time.,,,No,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=231566
299,,,,,Yes,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235131
300,,,,,Yes,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292791
301,,,,,Yes,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340705
302,,,,,Yes,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=37109
303,,1) District needs to install an approved flow meter device (Item 13 of Permit).  2) District needs to record flows (Item 16 of Permit).  3) All other work under permit is completed.  4) District will file a Petition for Extension of Time.,,,No,Yes,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49320
304,,1) District needs to install an approved flow meter device (Item 13 of Permit). 2) District needs to record flows (Item 16 of Permit). 3) All other work under the permit is completed. 4) District has filed a Petition for Extension of Time.,,,No,,,,,A005646A,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85712
305,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112183
306,,"Amador Water Agency has filed a petion for extension of time to December 31, 2036, for its water right permit 17579",,,No,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156838
307,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208322
308,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235132
309,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293498
310,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=335661
311,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=335662
312,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340001
313,,,,,Yes,Yes,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36388
314,,,,,Yes,Yes,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49508
315,,,,,Yes,,,,,A005647B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=84966
316,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=112924
317,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=156301
318,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=207800
319,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235133
320,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=290282
321,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=292967
322,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=340743
323,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=36791
324,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=382055
325,,,,,Yes,Yes,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=49554
326,,,,,Yes,,,,,A005648B,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=85713
327,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=113094
328,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=157215
329,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=208149
330,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=235135
331,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=293878
332,,,,,Yes,,,,,A005648C15,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=339804
